furnishing,parking,bath,price,size,loc,sqft
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,33600000,2,Khar Mumbai,870
Unfurnished,2,4,71800000,3,Khar Mumbai,1890
Semi-Furnished,1,1,4500000,1,Khar Mumbai,440
Unfurnished,1,2,29500000,2,Khar Mumbai,700
Furnished,1,3,67500000,2,Khar Mumbai,1140
Unfurnished,1,3,145000000,3,Khar Mumbai,2750
Furnished,3,1,19500000,1,Khar Mumbai,720
Unfurnished,1,2,32500000,2,Khar Mumbai,720
Furnished,1,2,27500000,2,Khar Mumbai,700
Unfurnished,1,2,45000000,2,Khar Mumbai,710
Semi-Furnished,1,3,160000000,4,Khar Mumbai,1960
Unfurnished,1,2,28000000,2,Khar Mumbai,600
Furnished,1,3,51000000,3,Khar Mumbai,922
Unfurnished,2,3,46600000,3,Khar Mumbai,1243
Unfurnished,1,4,100000000,4,Khar Mumbai,2200
Semi-Furnished,1,2,65000000,3,Khar Mumbai,1950
Unfurnished,1,2,45000000,3,Khar Mumbai,924
Furnished,3,4,65000000,4,Khar Mumbai,1316
Unfurnished,1,2,71500000,3,Khar Mumbai,1155
Unfurnished,1,1,2200000,1,Khar Mumbai,720
Unfurnished,1,2,4200000,4,Khar Mumbai,750
Semi-Furnished,1,1,14500000,1,Khar Mumbai,630
Semi-Furnished,1,2,30000000,2,Khar Mumbai,720
Furnished,1,2,34500000,2,Khar Mumbai,1080
Semi-Furnished,1,3,55000000,2,Khar Mumbai,888
Semi-Furnished,1,3,49500000,3,Khar Mumbai,923
Unfurnished,1,3,49500000,3,Khar Mumbai,923
Furnished,1,2,49500000,2,Khar Mumbai,995
Furnished,1,3,40000000,2,Khar Mumbai,750
Unfurnished,1,2,22500000,1,Khar Mumbai,490
Furnished,1,1,30000000,1,Khar Mumbai,600
Furnished,2,2,70000000,4,Khar Mumbai,1950
Unfurnished,1,2,35000000,3,Khar Mumbai,900
Furnished,1,5,90000000,4,Khar Mumbai,1380
Semi-Furnished,1,2,34500000,3,Khar Mumbai,800
Unfurnished,1,4,100000000,4,Khar Mumbai,1508
Unfurnished,1,2,37900000,2,Khar Mumbai,860
Furnished,1,1,11000000,2,Khar Mumbai,490
Furnished,1,2,35000000,2,Khar Mumbai,600
Unfurnished,1,1,4500000,1,Khar Mumbai,720
Unfurnished,1,1,4000000,1,Khar Mumbai,200
Unfurnished,1,2,28000000,1,Khar Mumbai,500
Unfurnished,1,2,25000000,2,Khar Mumbai,850
Furnished,1,3,70000000,4,Khar Mumbai,1550
Semi-Furnished,1,3,72500000,3,Khar Mumbai,1138
Semi-Furnished,2,3,56900000,3,Khar Mumbai,1084
Furnished,1,3,60000000,3,Khar Mumbai,1329
Furnished,3,4,125000000,4,Khar Mumbai,2200
Unfurnished,1,2,45000000,2,Khar Mumbai,865
Semi-Furnished,2,3,51100000,3,Khar Mumbai,720
Unfurnished,2,3,65000000,3,Khar Mumbai,1000
Unfurnished,2,4,130000000,4,Khar Mumbai,1688
Semi-Furnished,1,2,58500000,2,Khar Mumbai,800
Furnished,2,3,80000000,3,Khar Mumbai,1175
Unfurnished,1,2,60000000,2,Khar Mumbai,844
Unfurnished,2,3,93000000,3,Khar Mumbai,1428
Furnished,1,3,60000000,3,Khar Mumbai,1500
Furnished,1,3,53100000,3,Khar Mumbai,1218
Unfurnished,3,4,73000000,3,Khar Mumbai,1157
Unfurnished,1,3,65000000,3,Khar Mumbai,1100
Unfurnished,2,3,75000000,3,Khar Mumbai,1702
Furnished,2,3,75000000,3,Khar Mumbai,1530
Furnished,1,2,43000000,2,Khar Mumbai,735
Semi-Furnished,1,2,58500000,3,Khar Mumbai,1200
Semi-Furnished,1,3,47000000,2,Khar Mumbai,885
Semi-Furnished,1,2,38500000,2,Khar Mumbai,805
Furnished,1,3,39900000,3,Khar Mumbai,720
Semi-Furnished,1,2,29000000,2,Khar Mumbai,640
Semi-Furnished,1,1,20000000,1,Khar Mumbai,460
Furnished,1,2,32500000,2,Khar Mumbai,800
Furnished,1,4,67000000,3,Khar Mumbai,1300
Unfurnished,2,3,67500000,3,Khar Mumbai,1230
Furnished,1,2,19000000,3,Khar Mumbai,1570
Unfurnished,1,2,60000000,2,Khar Mumbai,844
Unfurnished,2,3,87000000,3,Khar Mumbai,2500
Semi-Furnished,2,3,65000000,2,Khar Mumbai,888
Unfurnished,2,4,130000000,4,Khar Mumbai,2100
Semi-Furnished,2,3,100000000,3,Khar Mumbai,1282
Unfurnished,1,3,95000000,3,Khar Mumbai,1519
Semi-Furnished,1,2,43000000,2,Khar Mumbai,730
Unfurnished,1,2,47500000,2,Khar Mumbai,885
Semi-Furnished,1,2,35000000,2,Khar Mumbai,750
Unfurnished,1,2,33700000,2,Khar Mumbai,749
Unfurnished,2,4,79800000,3,Khar Mumbai,1100
Semi-Furnished,1,2,35000000,2,Khar Mumbai,720
Unfurnished,2,3,50000000,3,Khar Mumbai,923
Semi-Furnished,1,2,36000000,2,Khar Mumbai,700
Semi-Furnished,1,4,140000000,4,Khar Mumbai,2435
Furnished,1,2,32500000,1,Khar Mumbai,600
Semi-Furnished,1,3,55000000,3,Khar Mumbai,1095
Furnished,1,2,80000000,2,Khar Mumbai,1300
Semi-Furnished,2,3,59500000,3,Khar Mumbai,1130
Semi-Furnished,1,3,52500000,3,Khar Mumbai,1000
Semi-Furnished,1,5,85000000,4,Khar Mumbai,1600
Unfurnished,1,3,49500000,3,Khar Mumbai,923
Semi-Furnished,1,1,13500000,1,Khar Mumbai,370
Unfurnished,1,2,32500000,2,Khar Mumbai,650
Unfurnished,2,3,70000000,3,Khar Mumbai,1500
Unfurnished,1,3,45000000,3,Khar Mumbai,900
Semi-Furnished,1,3,62500000,3,Khar Mumbai,1050
Furnished,1,3,60000000,3,Khar Mumbai,1200
Semi-Furnished,2,3,45000000,3,Khar Mumbai,1170
Furnished,1,1,12500000,1,Khar Mumbai,350
Semi-Furnished,1,4,75000000,4,Khar Mumbai,1600
Unfurnished,1,1,2600000,1,Khar Mumbai,720
Unfurnished,1,4,95000000,4,Khar Mumbai,720
Furnished,1,3,35000000,2,Khar Mumbai,845
Furnished,1,2,45000000,2,Khar Mumbai,720
Semi-Furnished,1,2,49500000,2,Khar Mumbai,754
Furnished,1,2,17500000,2,Khar Mumbai,720
Furnished,1,2,150000000,3,Khar Mumbai,720
Furnished,1,2,25000000,1,Khar Mumbai,720
Semi-Furnished,1,1,16000000,1,Khar Mumbai,720
Furnished,1,1,12500000,1,Khar Mumbai,720
Unfurnished,1,1,2500000,1,Khar Mumbai,192
Unfurnished,1,2,34000000,2,Khar Mumbai,720
Unfurnished,1,3,90000000,3,Khar Mumbai,1515
Furnished,1,2,25000000,2,Khar Mumbai,720
Furnished,1,3,42500000,2,Khar Mumbai,720
Semi-Furnished,1,3,150000000,2,Khar Mumbai,1280
Furnished,1,3,28654375,3,Khar Mumbai,720
Unfurnished,1,1,28654375,1,Khar Mumbai,720
Unfurnished,1,3,28654375,2,Khar Mumbai,688
Semi-Furnished,1,2,28654375,2,Khar Mumbai,800
Semi-Furnished,1,1,28654375,1,Khar Mumbai,430
Unfurnished,1,2,28654375,2,Khar Mumbai,720
Unfurnished,1,1,28654375,1,Khar Mumbai,720
Unfurnished,1,1,28654375,1,Khar Mumbai,720
Semi-Furnished,1,2,28654375,2,Khar Mumbai,720
Unfurnished,1,1,28654375,1,Khar Mumbai,720
Unfurnished,1,3,28654375,2,Khar Mumbai,520
Furnished,1,1,28654375,1,Khar Mumbai,400
Furnished,1,2,25000000,2,Khar Mumbai,630
Unfurnished,1,1,12500000,1,Khar Mumbai,480
Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
Unfurnished,1,3,70000000,3,Khar Mumbai,1519
Unfurnished,1,2,42500000,2,Khar Mumbai,730
Unfurnished,2,3,54000000,3,Khar Mumbai,923
Semi-Furnished,1,3,95000000,3,Khar Mumbai,1300
Furnished,2,5,145000000,4,Khar Mumbai,1600
Semi-Furnished,3,4,100000000,4,Khar Mumbai,1540
Furnished,1,4,120000000,4,Khar Mumbai,1990
Unfurnished,2,3,47100000,2,Khar Mumbai,885
Unfurnished,1,2,35000000,2,Khar Mumbai,750
Unfurnished,1,2,47100000,2,Khar Mumbai,720
Semi-Furnished,2,3,100000000,3,Khar Mumbai,3060
Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
Furnished,3,5,115000000,4,Khar Mumbai,2200
Furnished,1,3,44900000,3,Khar Mumbai,1000
Furnished,1,3,39500000,2,Khar Mumbai,800
Furnished,2,3,50000000,3,Khar Mumbai,1200
Furnished,2,4,135000000,4,Khar Mumbai,2450
Unfurnished,2,2,27500000,2,Khar Mumbai,700
Furnished,1,2,25000000,2,Khar Mumbai,630
Unfurnished,1,1,12500000,1,Khar Mumbai,480
Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
Unfurnished,1,3,70000000,3,Khar Mumbai,1519
Unfurnished,1,2,42500000,2,Khar Mumbai,730
Unfurnished,2,3,54000000,3,Khar Mumbai,923
Semi-Furnished,1,3,95000000,3,Khar Mumbai,1300
Furnished,2,5,145000000,4,Khar Mumbai,1600
Semi-Furnished,3,4,100000000,4,Khar Mumbai,1540
Furnished,1,4,120000000,4,Khar Mumbai,1990
Unfurnished,2,3,47100000,2,Khar Mumbai,885
Unfurnished,1,2,35000000,2,Khar Mumbai,750
Unfurnished,1,2,47100000,2,Khar Mumbai,720
Semi-Furnished,2,3,100000000,3,Khar Mumbai,3060
Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
Furnished,3,5,115000000,4,Khar Mumbai,2200
Furnished,1,3,44900000,3,Khar Mumbai,1000
Furnished,1,3,39500000,2,Khar Mumbai,800
Furnished,2,3,50000000,3,Khar Mumbai,1200
Furnished,2,4,135000000,4,Khar Mumbai,2450
Unfurnished,2,2,27500000,2,Khar Mumbai,700
Unfurnished,1,4,120000000,4,Khar Mumbai,1688
Unfurnished,1,2,22000000,2,Khar Mumbai,500
Furnished,1,2,25000000,2,Khar Mumbai,630
Unfurnished,1,1,12500000,1,Khar Mumbai,480
Semi-Furnished,1,2,32500000,2,Khar Mumbai,725
Semi-Furnished,1,2,39300000,2,Khar Mumbai,750
Semi-Furnished,2,3,65000000,3,Khar Mumbai,1329
Semi-Furnished,1,2,44000000,2,Khar Mumbai,720
Unfurnished,1,3,70000000,3,Khar Mumbai,1519
Unfurnished,1,2,42500000,2,Khar Mumbai,730
Unfurnished,2,3,54000000,3,Khar Mumbai,923
Semi-Furnished,1,3,95000000,3,Khar Mumbai,1300
Furnished,2,5,145000000,4,Khar Mumbai,1600
Semi-Furnished,3,4,100000000,4,Khar Mumbai,1540
Furnished,1,4,120000000,4,Khar Mumbai,1990
Unfurnished,2,3,47100000,2,Khar Mumbai,885
Unfurnished,1,2,35000000,2,Khar Mumbai,750
Unfurnished,1,2,47100000,2,Khar Mumbai,720
Semi-Furnished,2,3,100000000,3,Khar Mumbai,3060
Semi-Furnished,3,3,66500000,3,Khar Mumbai,1160
Furnished,3,5,115000000,4,Khar Mumbai,2200
Furnished,1,3,44900000,3,Khar Mumbai,1000
Furnished,1,3,39500000,2,Khar Mumbai,800
Furnished,2,3,50000000,3,Khar Mumbai,1200
Furnished,2,4,135000000,4,Khar Mumbai,2450
Unfurnished,2,2,27500000,2,Khar Mumbai,700
Unfurnished,1,4,120000000,4,Khar Mumbai,1688
