furnishing,parking,bath,price,size,loc,sqft
Furnished,2,3,33500000,3,Kandivali East Mumbai,1050
Unfurnished,1,2,28500000,3,Kandivali East Mumbai,890
Unfurnished,1,3,32500000,3,Kandivali East Mumbai,1110
Semi-Furnished,1,2,13500000,1,Kandivali East Mumbai,458
Unfurnished,1,2,21200000,2,Kandivali East Mumbai,1065
Unfurnished,1,2,28000000,3,Kandivali East Mumbai,900
Unfurnished,1,2,11500000,1,Kandivali East Mumbai,464
Unfurnished,1,2,11200000,1,Kandivali East Mumbai,412
Semi-Furnished,1,2,16500000,2,Kandivali East Mumbai,600
Unfurnished,1,2,17500000,2,Kandivali East Mumbai,635
Unfurnished,1,2,8300000,1,Kandivali East Mumbai,425
Semi-Furnished,1,1,9800000,1,Kandivali East Mumbai,420
Unfurnished,1,3,19200000,2,Kandivali East Mumbai,1540
Unfurnished,1,2,19000000,2,Kandivali East Mumbai,600
Unfurnished,1,4,53700000,4,Kandivali East Mumbai,1480
Unfurnished,1,3,34200000,3,Kandivali East Mumbai,1142
Unfurnished,1,2,20000000,2,Kandivali East Mumbai,763
Unfurnished,1,2,15100000,2,Kandivali East Mumbai,633
Unfurnished,1,2,10500000,1,Kandivali East Mumbai,402
Unfurnished,1,3,18400000,3,Kandivali East Mumbai,753
Unfurnished,1,2,10700000,1,Kandivali East Mumbai,448
Semi-Furnished,1,1,11800000,1,Kandivali East Mumbai,415
Semi-Furnished,2,2,19000000,2,Kandivali East Mumbai,750
Unfurnished,1,2,16000000,2,Kandivali East Mumbai,599
Unfurnished,1,4,45000000,4,Kandivali East Mumbai,1763
Unfurnished,1,2,11000000,1,Kandivali East Mumbai,425
Semi-Furnished,1,2,15500000,2,Kandivali East Mumbai,650
Unfurnished,1,2,10100000,2,Kandivali East Mumbai,553
Unfurnished,1,1,12500000,1,Kandivali East Mumbai,403
Semi-Furnished,1,2,7500000,1,Kandivali East Mumbai,388
Semi-Furnished,1,2,10500000,1,Kandivali East Mumbai,390
Furnished,1,2,9200000,1,Kandivali East Mumbai,420
Unfurnished,1,2,15500000,2,Kandivali East Mumbai,570
Semi-Furnished,1,2,17500000,2,Kandivali East Mumbai,670
Unfurnished,1,2,20500000,2,Kandivali East Mumbai,637
Semi-Furnished,1,2,16000000,2,Kandivali East Mumbai,644
Unfurnished,1,2,18500000,2,Kandivali East Mumbai,727
Unfurnished,1,2,12000000,2,Kandivali East Mumbai,602
Unfurnished,1,2,19900000,2,Kandivali East Mumbai,761
Semi-Furnished,1,2,7700000,1,Kandivali East Mumbai,365
Unfurnished,1,2,18000000,2,Kandivali East Mumbai,720
Unfurnished,1,2,25000000,2,Kandivali East Mumbai,775
Unfurnished,1,2,20200000,2,Kandivali East Mumbai,781
Unfurnished,3,4,40000000,4,Kandivali East Mumbai,1146
Semi-Furnished,1,2,18500000,2,Kandivali East Mumbai,800
Unfurnished,1,2,6800000,1,Kandivali East Mumbai,378
Semi-Furnished,1,2,27000000,2,Kandivali East Mumbai,781
Unfurnished,1,2,8510000,1,Kandivali East Mumbai,390
Furnished,1,3,30000000,3,Kandivali East Mumbai,1026
Unfurnished,1,2,19800000,2,Kandivali East Mumbai,766
Unfurnished,1,3,28200000,3,Kandivali East Mumbai,1121
Furnished,2,4,52500000,4,Kandivali East Mumbai,1700
Semi-Furnished,2,3,33000000,3,Kandivali East Mumbai,1036
Unfurnished,1,2,6500000,1,Kandivali East Mumbai,282
Semi-Furnished,1,2,8900000,2,Kandivali East Mumbai,500
Semi-Furnished,1,3,26000000,2,Kandivali East Mumbai,1003
Unfurnished,1,3,33000000,3,Kandivali East Mumbai,1006
Unfurnished,1,2,16200000,2,Kandivali East Mumbai,709
Unfurnished,1,2,9900000,1,Kandivali East Mumbai,443
Unfurnished,1,2,19500000,2,Kandivali East Mumbai,690
Semi-Furnished,1,2,18000000,2,Kandivali East Mumbai,643
Unfurnished,1,1,6900000,1,Kandivali East Mumbai,350
Unfurnished,1,2,10000000,1,Kandivali East Mumbai,425
Semi-Furnished,1,2,8200000,1,Kandivali East Mumbai,380
Unfurnished,1,2,16000000,2,Kandivali East Mumbai,680
Unfurnished,1,2,6800000,1,Kandivali East Mumbai,376
Unfurnished,1,1,12700000,1,Kandivali East Mumbai,478
Semi-Furnished,1,2,12100000,1,Kandivali East Mumbai,422
Unfurnished,1,2,15900000,2,Kandivali East Mumbai,685
Unfurnished,1,2,16500000,2,Kandivali East Mumbai,643
Furnished,1,2,22000000,2,Kandivali East Mumbai,835
Semi-Furnished,1,3,27500000,3,Kandivali East Mumbai,1075
Unfurnished,1,1,9200000,1,Kandivali East Mumbai,423
Unfurnished,1,2,19000000,2,Kandivali East Mumbai,631
Semi-Furnished,1,2,17500000,2,Kandivali East Mumbai,643
Unfurnished,1,1,5600000,1,Kandivali East Mumbai,282
Unfurnished,1,2,19900000,2,Kandivali East Mumbai,692
Unfurnished,1,1,5800000,1,Kandivali East Mumbai,319
Unfurnished,2,3,26500000,3,Kandivali East Mumbai,1078
Furnished,1,2,14500000,2,Kandivali East Mumbai,650
Unfurnished,1,3,22500000,3,Kandivali East Mumbai,1000
Unfurnished,1,2,12700000,1,Kandivali East Mumbai,420
Unfurnished,1,1,6600000,1,Kandivali East Mumbai,323
Unfurnished,1,2,16500000,2,Kandivali East Mumbai,650
Unfurnished,1,2,17500000,2,Kandivali East Mumbai,825
Unfurnished,1,2,16500000,2,Kandivali East Mumbai,650
Unfurnished,1,2,9300000,1,Kandivali East Mumbai,370
Unfurnished,1,2,7380000,1,Kandivali East Mumbai,310
Unfurnished,1,2,16900000,2,Kandivali East Mumbai,650
Unfurnished,1,2,10800000,1,Kandivali East Mumbai,425
Unfurnished,1,2,11000000,2,Kandivali East Mumbai,425
Unfurnished,1,2,6300000,2,Kandivali East Mumbai,323
Unfurnished,1,2,11000000,1,Kandivali East Mumbai,430
Unfurnished,1,2,10000000,1,Kandivali East Mumbai,720
Unfurnished,1,4,57500000,5,Kandivali East Mumbai,1480
Unfurnished,1,2,9000000,1,Kandivali East Mumbai,720
Unfurnished,1,2,11500000,1,Kandivali East Mumbai,486
Unfurnished,1,2,9200000,1,Kandivali East Mumbai,456
Unfurnished,1,2,13100000,2,Kandivali East Mumbai,600
Unfurnished,1,2,10700000,1,Kandivali East Mumbai,424
Unfurnished,2,3,33200000,3,Kandivali East Mumbai,1022
Unfurnished,1,2,19900000,2,Kandivali East Mumbai,800
Unfurnished,1,3,33200000,3,Kandivali East Mumbai,1121
Unfurnished,1,2,15500000,2,Kandivali East Mumbai,636
Semi-Furnished,1,2,13000000,1,Kandivali East Mumbai,403
Unfurnished,1,2,8100000,1,Kandivali East Mumbai,402
Semi-Furnished,1,2,17000000,2,Kandivali East Mumbai,650
Unfurnished,1,2,13000000,2,Kandivali East Mumbai,572
Unfurnished,1,2,16500000,2,Kandivali East Mumbai,721
Unfurnished,2,3,41000000,4,Kandivali East Mumbai,1359
Semi-Furnished,1,2,25000000,2,Kandivali East Mumbai,766
Unfurnished,1,2,20400000,2,Kandivali East Mumbai,721
Semi-Furnished,1,2,13500000,2,Kandivali East Mumbai,640
Unfurnished,2,3,27000000,3,Kandivali East Mumbai,1081
Unfurnished,1,2,17500000,2,Kandivali East Mumbai,669
Unfurnished,1,2,13500000,2,Kandivali East Mumbai,620
Unfurnished,1,2,6000000,1,Kandivali East Mumbai,310
Semi-Furnished,1,2,20000000,2,Kandivali East Mumbai,631
Semi-Furnished,1,2,19200000,2,Kandivali East Mumbai,719
Unfurnished,1,2,19000000,2,Kandivali East Mumbai,719
Unfurnished,1,2,19900000,2,Kandivali East Mumbai,766
Unfurnished,1,3,25000000,3,Kandivali East Mumbai,900
Unfurnished,1,4,88200000,4,Kandivali East Mumbai,2200
Furnished,1,2,16200000,2,Kandivali East Mumbai,625
Unfurnished,1,2,16000000,2,Kandivali East Mumbai,603
Unfurnished,1,2,16000000,2,Kandivali East Mumbai,660
Unfurnished,1,2,12100000,2,Kandivali East Mumbai,560
Unfurnished,1,2,22100000,2,Kandivali East Mumbai,761
Unfurnished,1,3,23000000,3,Kandivali East Mumbai,890
Unfurnished,1,2,20500000,2,Kandivali East Mumbai,720
Unfurnished,1,1,8000000,1,Kandivali East Mumbai,397
Unfurnished,1,3,12600000,2,Kandivali East Mumbai,520
Semi-Furnished,1,2,14000000,2,Kandivali East Mumbai,633
Semi-Furnished,1,2,11500000,1,Kandivali East Mumbai,430
Furnished,1,1,68500000,3,Kandivali East Mumbai,720
Semi-Furnished,1,2,9500000,1,Kandivali East Mumbai,395
Unfurnished,1,2,19000000,2,Kandivali East Mumbai,663
Unfurnished,1,2,18500000,2,Kandivali East Mumbai,680
Semi-Furnished,1,2,17300000,2,Kandivali East Mumbai,890
Semi-Furnished,1,2,10500000,2,Kandivali East Mumbai,425
Unfurnished,1,3,22000000,3,Kandivali East Mumbai,1100
Unfurnished,1,2,15000000,2,Kandivali East Mumbai,614
Unfurnished,1,2,20000000,3,Kandivali East Mumbai,861
Unfurnished,1,2,20200000,2,Kandivali East Mumbai,781
Semi-Furnished,1,2,23000000,2,Kandivali East Mumbai,720
Semi-Furnished,1,3,22500000,3,Kandivali East Mumbai,1121
Unfurnished,1,2,25000000,2,Kandivali East Mumbai,781
Semi-Furnished,1,3,39000000,3,Kandivali East Mumbai,1050
Unfurnished,1,2,22400000,2,Kandivali East Mumbai,781
Unfurnished,1,1,20000000,1,Kandivali East Mumbai,460
Semi-Furnished,1,1,8700000,1,Kandivali East Mumbai,422
Furnished,1,2,7200000,1,Kandivali East Mumbai,300
Furnished,1,3,69500000,3,Kandivali East Mumbai,1250
Semi-Furnished,1,2,16500000,2,Kandivali East Mumbai,672
Furnished,1,1,9500000,1,Kandivali East Mumbai,425
Unfurnished,1,2,15000000,2,Kandivali East Mumbai,720
Semi-Furnished,1,2,11500000,2,Kandivali East Mumbai,720
Unfurnished,1,2,10000000,2,Kandivali East Mumbai,720
Semi-Furnished,1,1,9200000,1,Kandivali East Mumbai,720
Unfurnished,1,1,11800000,1,Kandivali East Mumbai,401
Unfurnished,1,3,25000000,3,Kandivali East Mumbai,1300
Unfurnished,1,1,7500000,1,Kandivali East Mumbai,720
Semi-Furnished,1,1,16500000,2,Kandivali East Mumbai,720
Unfurnished,1,2,25000000,2,Kandivali East Mumbai,720
Furnished,1,2,8500000,1,Kandivali East Mumbai,530
Unfurnished,1,2,14800000,2,Kandivali East Mumbai,564
Furnished,1,2,30000000,2,Kandivali East Mumbai,763
Furnished,1,3,21000000,3,Kandivali East Mumbai,720
Furnished,1,2,16000000,2,Kandivali East Mumbai,560
Unfurnished,1,2,12000000,2,Kandivali East Mumbai,410
Unfurnished,1,2,12500000,1,Kandivali East Mumbai,720
Furnished,1,2,7700000,1,Kandivali East Mumbai,365
Furnished,1,2,12500000,1,Kandivali East Mumbai,720
Furnished,1,2,7200000,1,Kandivali East Mumbai,350
Unfurnished,1,2,8500000,1,Kandivali East Mumbai,516
Semi-Furnished,1,1,10000000,1,Kandivali East Mumbai,640
Semi-Furnished,1,1,10000000,1,Kandivali East Mumbai,720
Unfurnished,1,1,8000000,1,Kandivali East Mumbai,720
Semi-Furnished,1,1,7800000,1,Kandivali East Mumbai,300
Unfurnished,1,1,11000000,1,Kandivali East Mumbai,720
Unfurnished,1,3,33900000,3,Kandivali East Mumbai,1121
Semi-Furnished,1,1,12000000,1,Kandivali East Mumbai,720
Unfurnished,1,3,19000000,3,Kandivali East Mumbai,720
Unfurnished,1,3,31000000,3,Kandivali East Mumbai,1090
Furnished,1,4,50000000,4,Kandivali East Mumbai,720
Unfurnished,1,2,16000000,2,Kandivali East Mumbai,720
Unfurnished,1,2,8000000,1,Kandivali East Mumbai,720
Furnished,1,2,16000000,2,Kandivali East Mumbai,585
Unfurnished,1,2,14500000,2,Kandivali East Mumbai,544
Furnished,1,2,12500000,2,Kandivali East Mumbai,720
Semi-Furnished,1,1,26500000,3,Kandivali East Mumbai,1000
Semi-Furnished,1,2,12500000,2,Kandivali East Mumbai,650
Unfurnished,1,1,7500000,1,Kandivali East Mumbai,720
Unfurnished,1,2,12500000,1,Kandivali East Mumbai,425
Furnished,1,1,8500000,1,Kandivali East Mumbai,720
Semi-Furnished,1,2,9100000,1,Kandivali East Mumbai,720
Unfurnished,1,1,10000000,1,Kandivali East Mumbai,720
Semi-Furnished,1,2,8500000,1,Kandivali East Mumbai,720
Furnished,1,2,31100000,2,Kandivali East Mumbai,936
Semi-Furnished,1,2,13500000,1,Kandivali East Mumbai,720
Furnished,1,3,33000000,3,Kandivali East Mumbai,995
Unfurnished,1,2,8500000,1,Kandivali East Mumbai,720
Furnished,1,3,42500000,3,Kandivali East Mumbai,1000
Semi-Furnished,1,2,27100000,2,Kandivali East Mumbai,720
Semi-Furnished,1,1,29000000,2,Kandivali East Mumbai,1050
Unfurnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,36000000,3,Kandivali East Mumbai,720
Semi-Furnished,1,2,18000000,2,Kandivali East Mumbai,680
Furnished,1,1,8100000,1,Kandivali East Mumbai,720
Semi-Furnished,1,1,8500000,1,Kandivali East Mumbai,720
Furnished,1,1,7000000,1,Kandivali East Mumbai,720
Semi-Furnished,1,2,9000000,1,Kandivali East Mumbai,460
Unfurnished,1,1,5800000,1,Kandivali East Mumbai,720
Semi-Furnished,1,3,26000000,3,Kandivali East Mumbai,720
Furnished,1,2,12500000,2,Kandivali East Mumbai,720
Furnished,1,2,17000000,2,Kandivali East Mumbai,720
Semi-Furnished,1,2,11000000,1,Kandivali East Mumbai,555
Unfurnished,1,1,12000000,1,Kandivali East Mumbai,720
Unfurnished,1,3,14000000,4,Kandivali East Mumbai,1700
Semi-Furnished,1,2,14000000,2,Kandivali East Mumbai,720
Unfurnished,1,2,21000000,2,Kandivali East Mumbai,720
Furnished,1,2,17600000,2,Kandivali East Mumbai,680
Unfurnished,1,2,19000000,2,Kandivali East Mumbai,720
Semi-Furnished,1,2,16000000,2,Kandivali East Mumbai,720
Furnished,1,1,10000000,1,Kandivali East Mumbai,720
Semi-Furnished,1,1,7500000,1,Kandivali East Mumbai,720
Semi-Furnished,1,1,7400000,1,Kandivali East Mumbai,720
Unfurnished,1,2,22000000,2,Kandivali East Mumbai,720
Unfurnished,1,3,20000000,3,Kandivali East Mumbai,720
Semi-Furnished,1,2,19000000,2,Kandivali East Mumbai,720
Unfurnished,1,2,21500000,2,Kandivali East Mumbai,720
Unfurnished,1,2,17500000,2,Kandivali East Mumbai,720
Unfurnished,1,2,20000000,2,Kandivali East Mumbai,720
Unfurnished,1,2,18500000,2,Kandivali East Mumbai,720
Semi-Furnished,1,1,8500000,1,Kandivali East Mumbai,450
Semi-Furnished,1,2,11000000,2,Kandivali East Mumbai,720
Semi-Furnished,1,4,59000000,4,Kandivali East Mumbai,764
Unfurnished,1,2,11000000,2,Kandivali East Mumbai,650
Unfurnished,1,1,12500000,1,Kandivali East Mumbai,720
Unfurnished,1,1,4500000,1,Kandivali East Mumbai,720
Furnished,1,1,9800000,1,Kandivali East Mumbai,720
Unfurnished,1,2,10000000,1,Kandivali East Mumbai,720
Unfurnished,1,1,10000000,1,Kandivali East Mumbai,720
Unfurnished,1,2,24200000,2,Kandivali East Mumbai,717
Semi-Furnished,1,2,22000000,2,Kandivali East Mumbai,900
Unfurnished,1,1,9500000,1,Kandivali East Mumbai,720
Unfurnished,1,1,9000000,1,Kandivali East Mumbai,720
Unfurnished,1,2,12500000,2,Kandivali East Mumbai,520
Semi-Furnished,1,3,33000000,3,Kandivali East Mumbai,720
Unfurnished,1,2,28654375,1,Kandivali East Mumbai,400
Unfurnished,1,2,28654375,3,Kandivali East Mumbai,720
Unfurnished,1,2,28654375,2,Kandivali East Mumbai,766
Unfurnished,1,2,28654375,2,Kandivali East Mumbai,719
Unfurnished,1,2,28654375,2,Kandivali East Mumbai,720
Unfurnished,1,1,28654375,1,Kandivali East Mumbai,720
Unfurnished,1,1,28654375,1,Kandivali East Mumbai,720
Unfurnished,1,1,28654375,1,Kandivali East Mumbai,720
Unfurnished,1,1,28654375,1,Kandivali East Mumbai,225
Unfurnished,1,1,28654375,1,Kandivali East Mumbai,720
Unfurnished,1,1,28654375,1,Kandivali East Mumbai,720
Semi-Furnished,1,1,28654375,2,Kandivali East Mumbai,720
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
Furnished,1,2,20500000,3,Kandivali East Mumbai,850
Furnished,1,2,15000000,2,Kandivali East Mumbai,720
Furnished,1,3,28000000,3,Kandivali East Mumbai,720
Semi-Furnished,2,3,38700000,3,Kandivali East Mumbai,720
Furnished,1,2,8000000,1,Kandivali East Mumbai,392
